연도,월,지역,연료,차종,등록대수
2025,5,경상북도,하이브리드,승용,1212
2025,5,경상북도,휘발유,승용,84
2025,5,광주광역시,경유,승용,113
2025,5,광주광역시,수소,승용,0
2025,5,광주광역시,전기,승용,389
2025,5,광주광역시,하이브리드,승용,1625
2025,5,광주광역시,휘발유,승용,169
2025,5,대구광역시,경유,승용,128
2025,5,대구광역시,수소,승용,0
2025,5,대구광역시,전기,승용,581
2025,5,대구광역시,하이브리드,승용,2203
2025,5,대구광역시,휘발유,승용,233
2025,5,대전광역시,경유,승용,131
2025,5,대전광역시,수소,승용,0
2025,5,대전광역시,전기,승용,553
2025,5,대전광역시,하이브리드,승용,1979
2025,5,대전광역시,휘발유,승용,199
2025,5,부산광역시,경유,승용,255
2025,5,부산광역시,수소,승용,0
2025,5,부산광역시,전기,승용,948
2025,5,부산광역시,하이브리드,승용,5113
2025,5,부산광역시,휘발유,승용,689
2025,5,서울특별시,경유,승용,326
2025,5,서울특별시,수소,승용,0
2025,5,서울특별시,전기,승용,1106
2025,5,서울특별시,하이브리드,승용,5283
2025,5,서울특별시,휘발유,승용,412
2025,5,세종특별자치시,경유,승용,10
2025,5,세종특별자치시,수소,승용,0
2025,5,세종특별자치시,전기,승용,23
2025,5,세종특별자치시,하이브리드,승용,96
2025,5,세종특별자치시,휘발유,승용,2
2025,5,울산광역시,경유,승용,42
2025,5,울산광역시,수소,승용,0
2025,5,울산광역시,전기,승용,160
2025,5,울산광역시,하이브리드,승용,1288
2025,5,울산광역시,휘발유,승용,42
2025,5,인천광역시,경유,승용,485
2025,5,인천광역시,수소,승용,0
2025,5,인천광역시,전기,승용,2581
2025,5,인천광역시,하이브리드,승용,6740
2025,5,인천광역시,휘발유,승용,1361
2025,5,전라남도,경유,승용,327
2025,5,전라남도,수소,승용,0
2025,5,전라남도,전기,승용,480
2025,5,전라남도,하이브리드,승용,2858
2025,5,전라남도,휘발유,승용,68
2025,5,전라북도,경유,승용,89
2025,5,전라북도,수소,승용,0
2025,5,전라북도,전기,승용,181
2025,5,전라북도,하이브리드,승용,1292
2025,5,전라북도,휘발유,승용,124
2025,5,제주특별자치도,경유,승용,397
2025,5,제주특별자치도,수소,승용,0
2025,5,제주특별자치도,전기,승용,3857
2025,5,제주특별자치도,하이브리드,승용,2862
2025,5,제주특별자치도,휘발유,승용,72
2025,5,충청남도,경유,승용,106
2025,5,충청남도,수소,승용,0
2025,5,충청남도,전기,승용,401
2025,5,충청남도,하이브리드,승용,1413
2025,5,충청남도,휘발유,승용,133
2025,5,충청북도,경유,승용,110
2025,5,충청북도,수소,승용,0
2025,5,충청북도,전기,승용,713
2025,5,충청북도,하이브리드,승용,914
2025,5,충청북도,휘발유,승용,99
2025,6,강원도,경유,승용,107
2025,6,강원도,수소,승용,0
2025,6,강원도,전기,승용,236
2025,6,강원도,하이브리드,승용,1034
2025,6,강원도,휘발유,승용,94
2025,6,경기도,경유,승용,670
2025,6,경기도,수소,승용,0
2025,6,경기도,전기,승용,1884
2025,6,경기도,하이브리드,승용,8496
2025,6,경기도,휘발유,승용,866
2025,6,경상남도,경유,승용,256
2025,6,경상남도,수소,승용,0
2025,6,경상남도,전기,승용,4193
2025,6,경상남도,하이브리드,승용,5942
2025,6,경상남도,휘발유,승용,642
2025,6,경상북도,경유,승용,134
2025,6,경상북도,수소,승용,0
2025,6,경상북도,전기,승용,406
2025,6,경상북도,하이브리드,승용,1169
2025,6,경상북도,휘발유,승용,75
2025,6,광주광역시,경유,승용,115
2025,6,광주광역시,수소,승용,0
2025,6,광주광역시,전기,승용,413
2025,6,광주광역시,하이브리드,승용,1563
2025,6,광주광역시,휘발유,승용,161
2025,6,대구광역시,경유,승용,106
2025,6,대구광역시,수소,승용,0
2025,6,대구광역시,전기,승용,692
2025,6,대구광역시,하이브리드,승용,2253
2025,6,대구광역시,휘발유,승용,258
2025,6,대전광역시,경유,승용,120
2025,6,대전광역시,수소,승용,0
2025,6,대전광역시,전기,승용,550
2025,6,대전광역시,하이브리드,승용,1798
2025,6,대전광역시,휘발유,승용,187
2025,6,부산광역시,경유,승용,202
2025,6,부산광역시,수소,승용,0
2025,6,부산광역시,전기,승용,1035
2025,6,부산광역시,하이브리드,승용,5485
2025,6,부산광역시,휘발유,승용,753
2025,6,서울특별시,경유,승용,331
2025,6,서울특별시,수소,승용,0
2025,6,서울특별시,전기,승용,1008
2025,6,서울특별시,하이브리드,승용,5293
2025,6,서울특별시,휘발유,승용,353
2025,6,세종특별자치시,경유,승용,17
2025,6,세종특별자치시,수소,승용,0
2025,6,세종특별자치시,전기,승용,18
2025,6,세종특별자치시,하이브리드,승용,174
2025,6,세종특별자치시,휘발유,승용,4
2025,6,울산광역시,경유,승용,50
2025,6,울산광역시,수소,승용,0
2025,6,울산광역시,전기,승용,186
2025,6,울산광역시,하이브리드,승용,1440
2025,6,울산광역시,휘발유,승용,38
2025,6,인천광역시,경유,승용,587
2025,6,인천광역시,수소,승용,0
2025,6,인천광역시,전기,승용,3367
2025,6,인천광역시,하이브리드,승용,6571
2025,6,인천광역시,휘발유,승용,1492
2025,6,전라남도,경유,승용,339
2025,6,전라남도,수소,승용,0
2025,6,전라남도,전기,승용,773
2025,6,전라남도,하이브리드,승용,2790
2025,6,전라남도,휘발유,승용,65
2025,6,전라북도,경유,승용,116
2025,6,전라북도,수소,승용,0
2025,6,전라북도,전기,승용,173
2025,6,전라북도,하이브리드,승용,1320
2025,6,전라북도,휘발유,승용,120
2025,6,제주특별자치도,경유,승용,384
2025,6,제주특별자치도,수소,승용,0
2025,6,제주특별자치도,전기,승용,3404
2025,6,제주특별자치도,하이브리드,승용,2961
2025,6,제주특별자치도,휘발유,승용,76
2025,6,충청남도,경유,승용,134
2025,6,충청남도,수소,승용,0
2025,6,충청남도,전기,승용,331
2025,6,충청남도,하이브리드,승용,1421
2025,6,충청남도,휘발유,승용,112
2025,6,충청북도,경유,승용,82
2025,6,충청북도,수소,승용,0
2025,6,충청북도,전기,승용,346
2025,6,충청북도,하이브리드,승용,941
2025,6,충청북도,휘발유,승용,76
2025,7,강원도,경유,승용,102
2025,7,강원도,수소,승용,0
2025,7,강원도,전기,승용,308
2025,7,강원도,하이브리드,승용,1025
2025,7,강원도,휘발유,승용,90
2025,7,경기도,경유,승용,732
2025,7,경기도,수소,승용,0
2025,7,경기도,전기,승용,2360
2025,7,경기도,하이브리드,승용,8220
2025,7,경기도,휘발유,승용,961
2025,7,경상남도,경유,승용,239
2025,7,경상남도,수소,승용,0
2025,7,경상남도,전기,승용,4628
2025,7,경상남도,하이브리드,승용,5958
2025,7,경상남도,휘발유,승용,536
2025,7,경상북도,경유,승용,102
2025,7,경상북도,수소,승용,0
2025,7,경상북도,전기,승용,841
2025,7,경상북도,하이브리드,승용,1282
2025,7,경상북도,휘발유,승용,70
2025,7,광주광역시,경유,승용,116
2025,7,광주광역시,수소,승용,0
2025,7,광주광역시,전기,승용,432
2025,7,광주광역시,하이브리드,승용,1559
2025,7,광주광역시,휘발유,승용,118
2025,7,대구광역시,경유,승용,188
2025,7,대구광역시,수소,승용,0
2025,7,대구광역시,전기,승용,845
2025,7,대구광역시,하이브리드,승용,2245
2025,7,대구광역시,휘발유,승용,245
2025,7,대전광역시,경유,승용,115
2025,7,대전광역시,수소,승용,0
2025,7,대전광역시,전기,승용,621
2025,7,대전광역시,하이브리드,승용,1711
2025,7,대전광역시,휘발유,승용,161
2025,7,부산광역시,경유,승용,210
2025,7,부산광역시,수소,승용,0
2025,7,부산광역시,전기,승용,1338
2025,7,부산광역시,하이브리드,승용,5574
2025,7,부산광역시,휘발유,승용,732
2025,7,서울특별시,경유,승용,306
2025,7,서울특별시,수소,승용,0
2025,7,서울특별시,전기,승용,1002
2025,7,서울특별시,하이브리드,승용,5080
2025,7,서울특별시,휘발유,승용,332
2025,7,세종특별자치시,경유,승용,22
2025,7,세종특별자치시,수소,승용,0
2025,7,세종특별자치시,전기,승용,49
2025,7,세종특별자치시,하이브리드,승용,231
2025,7,세종특별자치시,휘발유,승용,1
2025,7,울산광역시,경유,승용,54
2025,7,울산광역시,수소,승용,0
2025,7,울산광역시,전기,승용,207
2025,7,울산광역시,하이브리드,승용,1442
2025,7,울산광역시,휘발유,승용,36
2025,7,인천광역시,경유,승용,526
2025,7,인천광역시,수소,승용,0
2025,7,인천광역시,전기,승용,2694
2025,7,인천광역시,하이브리드,승용,6728
2025,7,인천광역시,휘발유,승용,1409
2025,7,전라남도,경유,승용,320
2025,7,전라남도,수소,승용,0
2025,7,전라남도,전기,승용,834
2025,7,전라남도,하이브리드,승용,2922
2025,7,전라남도,휘발유,승용,70
2025,7,전라북도,경유,승용,92
2025,7,전라북도,수소,승용,0
2025,7,전라북도,전기,승용,613
2025,7,전라북도,하이브리드,승용,1345
2025,7,전라북도,휘발유,승용,119
2025,7,제주특별자치도,경유,승용,321
2025,7,제주특별자치도,수소,승용,0
2025,7,제주특별자치도,전기,승용,4163
2025,7,제주특별자치도,하이브리드,승용,3108
2025,7,제주특별자치도,휘발유,승용,57
2025,7,충청남도,경유,승용,105
2025,7,충청남도,수소,승용,0
2025,7,충청남도,전기,승용,348
2025,7,충청남도,하이브리드,승용,1462
2025,7,충청남도,휘발유,승용,128
2025,7,충청북도,경유,승용,76
2025,7,충청북도,수소,승용,0
2025,7,충청북도,전기,승용,533
2025,7,충청북도,하이브리드,승용,1033
2025,7,충청북도,휘발유,승용,68
2025,8,강원도,경유,승용,68
2025,8,강원도,수소,승용,0
2025,8,강원도,전기,승용,275
2025,8,강원도,하이브리드,승용,810
2025,8,강원도,휘발유,승용,100
2025,8,경기도,경유,승용,538
2025,8,경기도,수소,승용,0
2025,8,경기도,전기,승용,1860
2025,8,경기도,하이브리드,승용,6356
2025,8,경기도,휘발유,승용,1033
2025,8,경상남도,경유,승용,159
2025,8,경상남도,수소,승용,0
2025,8,경상남도,전기,승용,4518
2025,8,경상남도,하이브리드,승용,5610
2025,8,경상남도,휘발유,승용,584
2025,8,경상북도,경유,승용,68
2025,8,경상북도,수소,승용,0
2025,8,경상북도,전기,승용,522
2025,8,경상북도,하이브리드,승용,888
2025,8,경상북도,휘발유,승용,56
2025,8,광주광역시,경유,승용,73
2025,8,광주광역시,수소,승용,0
2025,8,광주광역시,전기,승용,287
2025,8,광주광역시,하이브리드,승용,1302
2025,8,광주광역시,휘발유,승용,124
2025,8,대구광역시,경유,승용,113
2025,8,대구광역시,수소,승용,0
2025,8,대구광역시,전기,승용,908
2025,8,대구광역시,하이브리드,승용,1918
2025,8,대구광역시,휘발유,승용,235
2025,8,대전광역시,경유,승용,76
2025,8,대전광역시,수소,승용,0
2025,8,대전광역시,전기,승용,519
2025,8,대전광역시,하이브리드,승용,1425
2025,8,대전광역시,휘발유,승용,125
2025,8,부산광역시,경유,승용,137
2025,8,부산광역시,수소,승용,0
2025,8,부산광역시,전기,승용,1755
2025,8,부산광역시,하이브리드,승용,4297
2025,8,부산광역시,휘발유,승용,630
2025,8,서울특별시,경유,승용,233
2025,8,서울특별시,수소,승용,0
2025,8,서울특별시,전기,승용,1181
2025,8,서울특별시,하이브리드,승용,3732
2025,8,서울특별시,휘발유,승용,304
2025,8,세종특별자치시,경유,승용,15
2025,8,세종특별자치시,수소,승용,0
2025,8,세종특별자치시,전기,승용,34
2025,8,세종특별자치시,하이브리드,승용,214
2025,8,세종특별자치시,휘발유,승용,4
2025,8,울산광역시,경유,승용,36
2025,8,울산광역시,수소,승용,0
2025,8,울산광역시,전기,승용,161
2025,8,울산광역시,하이브리드,승용,989
2025,8,울산광역시,휘발유,승용,36
2025,8,인천광역시,경유,승용,381
2025,8,인천광역시,수소,승용,0
2025,8,인천광역시,전기,승용,2202
2025,8,인천광역시,하이브리드,승용,5857
2025,8,인천광역시,휘발유,승용,1248
2025,8,전라남도,경유,승용,153
2025,8,전라남도,수소,승용,0
2025,8,전라남도,전기,승용,602
2025,8,전라남도,하이브리드,승용,2155
2025,8,전라남도,휘발유,승용,74
2025,8,전라북도,경유,승용,92
2025,8,전라북도,수소,승용,0
2025,8,전라북도,전기,승용,166
2025,8,전라북도,하이브리드,승용,1080
2025,8,전라북도,휘발유,승용,101
2025,8,제주특별자치도,경유,승용,273
2025,8,제주특별자치도,수소,승용,0
2025,8,제주특별자치도,전기,승용,4028
2025,8,제주특별자치도,하이브리드,승용,2312
2025,8,제주특별자치도,휘발유,승용,49
2025,8,충청남도,경유,승용,82
2025,8,충청남도,수소,승용,0
2025,8,충청남도,전기,승용,621
2025,8,충청남도,하이브리드,승용,1006
2025,8,충청남도,휘발유,승용,114
2025,8,충청북도,경유,승용,69
2025,8,충청북도,수소,승용,0
2025,8,충청북도,전기,승용,143
2025,8,충청북도,하이브리드,승용,811
2025,8,충청북도,휘발유,승용,78
2025,9,강원도,경유,승용,49
2025,9,강원도,수소,승용,0
2025,9,강원도,전기,승용,335
2025,9,강원도,하이브리드,승용,927
2025,9,강원도,휘발유,승용,95
2025,9,경기도,경유,승용,345
2025,9,경기도,수소,승용,0
2025,9,경기도,전기,승용,2590
2025,9,경기도,하이브리드,승용,8137
2025,9,경기도,휘발유,승용,1026
2025,9,경상남도,경유,승용,97
2025,9,경상남도,수소,승용,0
2025,9,경상남도,전기,승용,6841
2025,9,경상남도,하이브리드,승용,6315
2025,9,경상남도,휘발유,승용,637
2025,9,경상북도,경유,승용,54
2025,9,경상북도,수소,승용,0
2025,9,경상북도,전기,승용,561
2025,9,경상북도,하이브리드,승용,1118
2025,9,경상북도,휘발유,승용,83
2025,9,광주광역시,경유,승용,65
2025,9,광주광역시,수소,승용,0
2025,9,광주광역시,전기,승용,401
2025,9,광주광역시,하이브리드,승용,1620
2025,9,광주광역시,휘발유,승용,139
2025,9,대구광역시,경유,승용,74
2025,9,대구광역시,수소,승용,0
2025,9,대구광역시,전기,승용,836
2025,9,대구광역시,하이브리드,승용,2212
2025,9,대구광역시,휘발유,승용,250
2025,9,대전광역시,경유,승용,51
2025,9,대전광역시,수소,승용,0
2025,9,대전광역시,전기,승용,570
2025,9,대전광역시,하이브리드,승용,1665
2025,9,대전광역시,휘발유,승용,167
2025,9,부산광역시,경유,승용,66
2025,9,부산광역시,수소,승용,0
2025,9,부산광역시,전기,승용,1906
2025,9,부산광역시,하이브리드,승용,5245
2025,9,부산광역시,휘발유,승용,693
2025,9,서울특별시,경유,승용,127
2025,9,서울특별시,수소,승용,0
2025,9,서울특별시,전기,승용,1462
2025,9,서울특별시,하이브리드,승용,4985
2025,9,서울특별시,휘발유,승용,351
2025,9,세종특별자치시,경유,승용,15
2025,9,세종특별자치시,수소,승용,0
2025,9,세종특별자치시,전기,승용,24
2025,9,세종특별자치시,하이브리드,승용,256
2025,9,세종특별자치시,휘발유,승용,4
2025,9,울산광역시,경유,승용,26
2025,9,울산광역시,수소,승용,0
2025,9,울산광역시,전기,승용,210
2025,9,울산광역시,하이브리드,승용,1139
2025,9,울산광역시,휘발유,승용,49
2025,9,인천광역시,경유,승용,209
2025,9,인천광역시,수소,승용,0
2025,9,인천광역시,전기,승용,3069
2025,9,인천광역시,하이브리드,승용,7456
2025,9,인천광역시,휘발유,승용,1383
2025,9,전라남도,경유,승용,92
2025,9,전라남도,수소,승용,0
2025,9,전라남도,전기,승용,549
2025,9,전라남도,하이브리드,승용,2729
2025,9,전라남도,휘발유,승용,59
2025,9,전라북도,경유,승용,56
2025,9,전라북도,수소,승용,0
2025,9,전라북도,전기,승용,413
2025,9,전라북도,하이브리드,승용,1206
2025,9,전라북도,휘발유,승용,110
2025,9,제주특별자치도,경유,승용,208
2025,9,제주특별자치도,수소,승용,0
2025,9,제주특별자치도,전기,승용,4907
2025,9,제주특별자치도,하이브리드,승용,3012
2025,9,제주특별자치도,휘발유,승용,62
2025,9,충청남도,경유,승용,57
2025,9,충청남도,수소,승용,0
2025,9,충청남도,전기,승용,255
2025,9,충청남도,하이브리드,승용,1205
2025,9,충청남도,휘발유,승용,123
2025,9,충청북도,경유,승용,29
2025,9,충청북도,수소,승용,0
2025,9,충청북도,전기,승용,362
2025,9,충청북도,하이브리드,승용,920
2025,9,충청북도,휘발유,승용,82
2025,10,강원도,경유,승용,32
2025,10,강원도,수소,승용,0
2025,10,강원도,전기,승용,267
2025,10,강원도,하이브리드,승용,795
2025,10,강원도,휘발유,승용,69
2025,10,경기도,경유,승용,228
2025,10,경기도,수소,승용,0
2025,10,경기도,전기,승용,2094
2025,10,경기도,하이브리드,승용,6630
2025,10,경기도,휘발유,승용,851
2025,10,경상남도,경유,승용,86
2025,10,경상남도,수소,승용,0
2025,10,경상남도,전기,승용,3712
2025,10,경상남도,하이브리드,승용,5467
2025,10,경상남도,휘발유,승용,541
2025,10,경상북도,경유,승용,31
2025,10,경상북도,수소,승용,0
2025,10,경상북도,전기,승용,219
2025,10,경상북도,하이브리드,승용,903
2025,10,경상북도,휘발유,승용,84
2025,10,광주광역시,경유,승용,23
2025,10,광주광역시,수소,승용,0
2025,10,광주광역시,전기,승용,287
2025,10,광주광역시,하이브리드,승용,1280
2025,10,광주광역시,휘발유,승용,101
2025,10,대구광역시,경유,승용,39
2025,10,대구광역시,수소,승용,0
2025,10,대구광역시,전기,승용,557
2025,10,대구광역시,하이브리드,승용,1871
2025,10,대구광역시,휘발유,승용,212
2025,10,대전광역시,경유,승용,26
2025,10,대전광역시,수소,승용,0
2025,10,대전광역시,전기,승용,469
2025,10,대전광역시,하이브리드,승용,1394
2025,10,대전광역시,휘발유,승용,124
2025,10,부산광역시,경유,승용,70
2025,10,부산광역시,수소,승용,0
2025,10,부산광역시,전기,승용,1334
2025,10,부산광역시,하이브리드,승용,4536
2025,10,부산광역시,휘발유,승용,587
2025,10,서울특별시,경유,승용,39
2025,10,서울특별시,수소,승용,0
2025,10,서울특별시,전기,승용,1107
2025,10,서울특별시,하이브리드,승용,4050
2025,10,서울특별시,휘발유,승용,269
2025,10,세종특별자치시,경유,승용,6
2025,10,세종특별자치시,수소,승용,0
2025,10,세종특별자치시,전기,승용,18
2025,10,세종특별자치시,하이브리드,승용,188
2025,10,세종특별자치시,휘발유,승용,5
2025,10,울산광역시,경유,승용,8
2025,10,울산광역시,수소,승용,0
2025,10,울산광역시,전기,승용,193
2025,10,울산광역시,하이브리드,승용,1131
2025,10,울산광역시,휘발유,승용,41
2025,10,인천광역시,경유,승용,76
2025,10,인천광역시,수소,승용,0
2025,10,인천광역시,전기,승용,1777
2025,10,인천광역시,하이브리드,승용,6128
2025,10,인천광역시,휘발유,승용,1236
2025,10,전라남도,경유,승용,42
2025,10,전라남도,수소,승용,0
2025,10,전라남도,전기,승용,514
2025,10,전라남도,하이브리드,승용,2123
2025,10,전라남도,휘발유,승용,38
2025,10,전라북도,경유,승용,31
2025,10,전라북도,수소,승용,0
2025,10,전라북도,전기,승용,350
2025,10,전라북도,하이브리드,승용,1010
2025,10,전라북도,휘발유,승용,85
2025,10,제주특별자치도,경유,승용,56
2025,10,제주특별자치도,수소,승용,0
2025,10,제주특별자치도,전기,승용,3277
2025,10,제주특별자치도,하이브리드,승용,2395
2025,10,제주특별자치도,휘발유,승용,43
2025,10,충청남도,경유,승용,44
2025,10,충청남도,수소,승용,0
2025,10,충청남도,전기,승용,156
2025,10,충청남도,하이브리드,승용,1060
2025,10,충청남도,휘발유,승용,93
2025,10,충청북도,경유,승용,23
2025,10,충청북도,수소,승용,0
2025,10,충청북도,전기,승용,171
2025,10,충청북도,하이브리드,승용,767
2025,10,충청북도,휘발유,승용,57
2025,11,강원도,경유,승용,34
2025,11,강원도,수소,승용,0
2025,11,강원도,전기,승용,139
2025,11,강원도,하이브리드,승용,868
2025,11,강원도,휘발유,승용,94
2025,11,경기도,경유,승용,279
2025,11,경기도,수소,승용,0
2025,11,경기도,전기,승용,1317
2025,11,경기도,하이브리드,승용,7984
2025,11,경기도,휘발유,승용,869
2025,11,경상남도,경유,승용,78
2025,11,경상남도,수소,승용,0
2025,11,경상남도,전기,승용,4667
2025,11,경상남도,하이브리드,승용,6187
2025,11,경상남도,휘발유,승용,552
2025,11,경상북도,경유,승용,43
2025,11,경상북도,수소,승용,0
2025,11,경상북도,전기,승용,394
2025,11,경상북도,하이브리드,승용,1127
2025,11,경상북도,휘발유,승용,63
2025,11,광주광역시,경유,승용,49
2025,11,광주광역시,수소,승용,0
2025,11,광주광역시,전기,승용,239
2025,11,광주광역시,하이브리드,승용,1536
2025,11,광주광역시,휘발유,승용,139
2025,11,대구광역시,경유,승용,64
2025,11,대구광역시,수소,승용,0
2025,11,대구광역시,전기,승용,533
2025,11,대구광역시,하이브리드,승용,2188
2025,11,대구광역시,휘발유,승용,232
2025,11,대전광역시,경유,승용,38
2025,11,대전광역시,수소,승용,0
2025,11,대전광역시,전기,승용,259
2025,11,대전광역시,하이브리드,승용,1611
2025,11,대전광역시,휘발유,승용,156
2025,11,부산광역시,경유,승용,87
2025,11,부산광역시,수소,승용,0
2025,11,부산광역시,전기,승용,1781
2025,11,부산광역시,하이브리드,승용,4768
2025,11,부산광역시,휘발유,승용,700
2025,11,서울특별시,경유,승용,84
2025,11,서울특별시,수소,승용,0
2025,11,서울특별시,전기,승용,993
2025,11,서울특별시,하이브리드,승용,4618
2025,11,서울특별시,휘발유,승용,310
2025,11,세종특별자치시,경유,승용,5
2025,11,세종특별자치시,수소,승용,0
2025,11,세종특별자치시,전기,승용,23
2025,11,세종특별자치시,하이브리드,승용,265
2025,11,세종특별자치시,휘발유,승용,6
2025,11,울산광역시,경유,승용,11
2025,11,울산광역시,수소,승용,0
2025,11,울산광역시,전기,승용,235
2025,11,울산광역시,하이브리드,승용,1407
2025,11,울산광역시,휘발유,승용,46
2025,11,인천광역시,경유,승용,235
2025,11,인천광역시,수소,승용,0
2025,11,인천광역시,전기,승용,1463
2025,11,인천광역시,하이브리드,승용,6882
2025,11,인천광역시,휘발유,승용,1547
2025,11,전라남도,경유,승용,74
2025,11,전라남도,수소,승용,0
2025,11,전라남도,전기,승용,269
2025,11,전라남도,하이브리드,승용,2538
2025,11,전라남도,휘발유,승용,55
2025,11,전라북도,경유,승용,62
2025,11,전라북도,수소,승용,0
2025,11,전라북도,전기,승용,97
2025,11,전라북도,하이브리드,승용,1188
2025,11,전라북도,휘발유,승용,93
2025,11,제주특별자치도,경유,승용,89
2025,11,제주특별자치도,수소,승용,0
2025,11,제주특별자치도,전기,승용,4955
2025,11,제주특별자치도,하이브리드,승용,3162
2025,11,제주특별자치도,휘발유,승용,57
2025,11,충청남도,경유,승용,59
2025,11,충청남도,수소,승용,0
2025,11,충청남도,전기,승용,228
2025,11,충청남도,하이브리드,승용,1189
2025,11,충청남도,휘발유,승용,125
2025,11,충청북도,경유,승용,30
2025,11,충청북도,수소,승용,0
2025,11,충청북도,전기,승용,90
2025,11,충청북도,하이브리드,승용,881
2025,11,충청북도,휘발유,승용,49
2025,12,강원도,경유,승용,49
2025,12,강원도,수소,승용,0
2025,12,강원도,전기,승용,86
2025,12,강원도,하이브리드,승용,964
2025,12,강원도,휘발유,승용,84
2025,12,경기도,경유,승용,207
2025,12,경기도,수소,승용,0
2025,12,경기도,전기,승용,731
2025,12,경기도,하이브리드,승용,8645
2025,12,경기도,휘발유,승용,799
2025,12,경상남도,경유,승용,94
2025,12,경상남도,수소,승용,0
2025,12,경상남도,전기,승용,2426
2025,12,경상남도,하이브리드,승용,6846
2025,12,경상남도,휘발유,승용,571
2025,12,경상북도,경유,승용,62
2025,12,경상북도,수소,승용,0
2025,12,경상북도,전기,승용,75
2025,12,경상북도,하이브리드,승용,1252
2025,12,경상북도,휘발유,승용,69
2025,12,광주광역시,경유,승용,56
2025,12,광주광역시,수소,승용,0
2025,12,광주광역시,전기,승용,162
2025,12,광주광역시,하이브리드,승용,1671
2025,12,광주광역시,휘발유,승용,136
2025,12,대구광역시,경유,승용,76
2025,12,대구광역시,수소,승용,0
2025,12,대구광역시,전기,승용,453
2025,12,대구광역시,하이브리드,승용,2499
2025,12,대구광역시,휘발유,승용,278
2025,12,대전광역시,경유,승용,39
2025,12,대전광역시,수소,승용,0
2025,12,대전광역시,전기,승용,147
2025,12,대전광역시,하이브리드,승용,1723
2025,12,대전광역시,휘발유,승용,136
2025,12,부산광역시,경유,승용,79
2025,12,부산광역시,수소,승용,0
2025,12,부산광역시,전기,승용,687
2025,12,부산광역시,하이브리드,승용,5390
2025,12,부산광역시,휘발유,승용,772
2025,12,서울특별시,경유,승용,77
2025,12,서울특별시,수소,승용,0
2025,12,서울특별시,전기,승용,473
2025,12,서울특별시,하이브리드,승용,5253
2025,12,서울특별시,휘발유,승용,285
2025,12,세종특별자치시,경유,승용,4
2025,12,세종특별자치시,수소,승용,0
2025,12,세종특별자치시,전기,승용,16
2025,12,세종특별자치시,하이브리드,승용,132
2025,12,세종특별자치시,휘발유,승용,0
2025,12,울산광역시,경유,승용,8
2025,12,울산광역시,수소,승용,0
2025,12,울산광역시,전기,승용,24
2025,12,울산광역시,하이브리드,승용,1472
2025,12,울산광역시,휘발유,승용,34
2025,12,인천광역시,경유,승용,278
2025,12,인천광역시,수소,승용,0
2025,12,인천광역시,전기,승용,989
2025,12,인천광역시,하이브리드,승용,8935
2025,12,인천광역시,휘발유,승용,1857
2025,12,전라남도,경유,승용,70
2025,12,전라남도,수소,승용,0
2025,12,전라남도,전기,승용,137
2025,12,전라남도,하이브리드,승용,3322
2025,12,전라남도,휘발유,승용,48
2025,12,전라북도,경유,승용,68
2025,12,전라북도,수소,승용,0
2025,12,전라북도,전기,승용,101
2025,12,전라북도,하이브리드,승용,1321
2025,12,전라북도,휘발유,승용,97
2025,12,제주특별자치도,경유,승용,81
2025,12,제주특별자치도,수소,승용,0
2025,12,제주특별자치도,전기,승용,2138
2025,12,제주특별자치도,하이브리드,승용,2926
2025,12,제주특별자치도,휘발유,승용,63
2025,12,충청남도,경유,승용,64
2025,12,충청남도,수소,승용,0
2025,12,충청남도,전기,승용,58
2025,12,충청남도,하이브리드,승용,1508
2025,12,충청남도,휘발유,승용,137
2025,12,충청북도,경유,승용,24
2025,12,충청북도,수소,승용,0
2025,12,충청북도,전기,승용,36
2025,12,충청북도,하이브리드,승용,1018
2025,12,충청북도,휘발유,승용,91
2026,1,강원도,경유,승용,22
2026,1,강원도,수소,승용,0
2026,1,강원도,전기,승용,81
2026,1,강원도,하이브리드,승용,918
2026,1,강원도,휘발유,승용,67
2026,1,경기도,경유,승용,151
2026,1,경기도,수소,승용,0
2026,1,경기도,전기,승용,436
2026,1,경기도,하이브리드,승용,7596
2026,1,경기도,휘발유,승용,743
2026,1,경상남도,경유,승용,57
2026,1,경상남도,수소,승용,0
2026,1,경상남도,전기,승용,1235
2026,1,경상남도,하이브리드,승용,6223
2026,1,경상남도,휘발유,승용,401
2026,1,경상북도,경유,승용,27
2026,1,경상북도,수소,승용,0
2026,1,경상북도,전기,승용,33
2026,1,경상북도,하이브리드,승용,1214
2026,1,경상북도,휘발유,승용,71
2026,1,광주광역시,경유,승용,35
2026,1,광주광역시,수소,승용,0
2026,1,광주광역시,전기,승용,121
2026,1,광주광역시,하이브리드,승용,1508
2026,1,광주광역시,휘발유,승용,104
2026,1,대구광역시,경유,승용,58
2026,1,대구광역시,수소,승용,0
2026,1,대구광역시,전기,승용,174
2026,1,대구광역시,하이브리드,승용,2056
2026,1,대구광역시,휘발유,승용,129
2026,1,대전광역시,경유,승용,25
2026,1,대전광역시,수소,승용,0
2026,1,대전광역시,전기,승용,130
2026,1,대전광역시,하이브리드,승용,1379
2026,1,대전광역시,휘발유,승용,140
2026,1,부산광역시,경유,승용,54
2026,1,부산광역시,수소,승용,0
2026,1,부산광역시,전기,승용,983
2026,1,부산광역시,하이브리드,승용,4425
2026,1,부산광역시,휘발유,승용,559
